Review;Product quality;Price;Service Quality;Delivery quality
"i have been using this headphones for a week now and i have never seen or heard a much more beautiful elegant earphones at all. the best in bass and crisp raspy sound. people say that the neck band is slightly discomforting.. but i'd say no.. i wore them seeing 2 good movies back to back and i did not feel discomforting at all. makes u feel as if this is not there on your ears and neck at all.pros1)perfect fit on the ears2)very light weight compared to other wireless earphones on market3)good bass4)amazing design and the neck bands do come out and go in very easily5)very very quick and easy pairing for my one plus phone. btw it supports dual pairing.6)call connection is good and it my voice is very clearly audible for the other person while on phone. mic is good.cons1)battery life isn't more than 6 hours as i fully charged the earphone and watched 2 movies back to back which was around 6.5 hours and it beeped for low battery.2) the earphones without the neck bands may be a little and i mean slightly little issue as they tend to slide back off the neck. if the beck bands are attached, it stays put.3) no one touch siri or google now which is the only thing i did not like as i am a great fan of those. while driving if u want to call someone then u have got to remove your phone and dial which is sometimes irritating as i feel.on the whole this is a beautiful piece of device for 60$ or 3200 inr. please go for it as it's perfect for good listening with good bass and very comfortable for long hours of gym and musichope you like my reviews and thanks for reading them.
";Positive;-;-;-
"a gud earphones under bluetooth list..great bass and sound even outdoors. the nly prblm is dat the sound misses or cuts for a micro second many times when the phone is in the pocket and u r like walking or running....except dat its a beast....btw can dis be fixed?? if yes den i will give 5 stars.,.....
";-;-;-;-
"nice product.. thanks
";Positive;-;-;-
"a little high treble ....... but its awesome sound makes it negligible. feather weight. stylish among all friends. a little high on price but u can get it for ' 3300 on snapdeal. i love the removable collar... 20 feet range (approx) . connects to every phone. bass is awesome.... skullcandy rocked in built quality. thanks for reading...... but ! the problem with this is that ............ there is no known problem to me ''not a perfect gift for non relatives ............ because its 3.4k.... lol.... treble can be adjusted by equalizer in your ??....!!!!!
";Neutral;-;-;-
"bought this product on amazon sale for rs 2634/-great product. worth buy, very comfortable and light weight to use.build quality is best (as you all know about skullcandy products - quality at its best).using it from 2 weeks now. for music and call on an average, i use it for 4-5 hrs a day and till now i have charged the headset only twice.charge speed is also good as it doesn't take more than an hour to charge.if you are looking for wireless headset, i would suggest to go with this.
";-;-;-;-
"sme 1 pleas help hw to charge d headphone!! charging period n all!
";-;-;-;-
"good
";-;-;-;-
"masst
";-;-;-;-
"ok
";-;-;-;-
"ya this very good quality
";Positive;-;-;-
"got it in a deal for 1899/- and here are my thoughts.1. connectivity and range: very good. it powers on fast and pair easily & quickly, and i can even walk between rooms without any loss in signal or quality.2. sound: decidedly average. it is definitely boosted, so if you do like punchy bass and are not particular about texture or accuracy, no problems. sound better than almost anything that comes packaged with a smartphone. distortion creeps in at 65%+ volume3. usability: they fit snugly, and isolate just enough so you can hear your music well but also know what's going on in traffic around you.4. calls: under normal circumstances these are fine. person on the other side had some problem hearing me when i've used these while cycling.5. battery: good. i use them for about 2-3 hours a day and charge them every 3 days. they charge in a couple of hours and are good to go. battery lasts for around 5-6hours on an average.overall: easy to recommend if you're only looking for an upgrade to generic earbuds and want to try wireless. battery life and connectivity are great so no issues there. however, if you're primarily looking for a good listening experience, i'd say pass on this one.
";Neutral;-;-;-
"awesome earphones. good built quality. good sound quality. trustful brand. good mix function. it takes less than 2 hours to charge actually. worthy for this price.all the negatives comments out there are dependent on the way they use this product.overall i love it.
";Positive;-;-;-
"software :the sound quality is nice, not crystal clear but good enough.the bass is very good. perfect for edm lovers.the connection range does not extend to another room.rarely, there are problems with connecting to the device, not a red flag.hardware:the device does not sit perfectly on your shoulder, it slides about, may be a red flag for certain users.the magnets that are supposed to hold the earbuds together are very weak and keep disconnecting.noise cancellation works very well.battery life is somewhat poor. the output of a fully charged device is less than 6 hours.can't say much about durability now as it hasn't been long since i bought it. all i can say is, jbl has much better durability than skullcandy.overall:for its price, it's a catch.
";Positive;-;-;-
"got them for about 2k, and have been using more than a couple of hours each day. definitely worth the price.sound quality: average, but that means it doesn't do anything terribly. the bass isn't as punchy, and the treble could have been more defined. but, there is no noise, so the mids come through clearly (perfect for my choice of music). the volume is a bit lower than wired earphones, but there is no distortion at peak volumes, not that it should be used at those. you could get wired earphones with similar sound quality at abt 1k, so that makes sense, considering that they need to charge for bluetooth hardware.battery life: now, this could be done better. either the should have given a larger battery, or had better battery management software. it doesn't turn off if it is paired, but not used for an extended period. so, you have to make sure that you switch it off manually. lasts about 4-5 hrs on less than 50% volume.durability: uses flat wires, and the built ""seems"" sturdy. definitely better than my sennheiser earphones.other features: call quality is decent enough. mic is not that great, need to be pulled closer for decent performance unless you want to speak up a bit. buttons are decent, and work without fail. there is a bright led on the control capsule, lets people know you can't hear them. wire is a bit too long, could've been a couple of inches shorter each side, but the balance is good. fit snugly in your ear, doesn't fall out. the earphones bundle up nicely, and take practically no space in your pocket.overall, given the price, meets my expectations. wasn't expecting them to match something worth 6k or more, but doesn't disappoint for the money i spent.
";Negative;-;-;-
"a great buy except that you will not get google assistant or siri support. good for bike use too. not for runners . good for gym. best for bollywood music. as usual jbl sound. must buy if you are into bollywood or general youtube and calls user. calls are also awesome over this headset.
";Neutral;Positive;-;-
"i m a bass lover and reading the reviews i was confused to purchase it or not but i trusted jbl brand and purchased it.sound quality is good. bass is sufficient to feel the vibrations and thump. you can purchase this without any 2nd thought
";Neutral;-;-;-
"sound quality is excellent, connect it any phone you will get the same range of output.. connected to my old honor 4c which has worst earphone output in that phone i was getting best sound output on this jblt110bt... talking about the battery it depends on your usage, if you use it continuesly without switching off it would last upto 6 hours... if you use it time by time and turn off in between the running time wouldn't more than 5 hrs. ..the one thing i didn't like about is the length of the cable.. it bit longer for no use and it doesn't fit on your neck for no reason... but still we can compromise that.it would give 4.5 star out of 5..
";Positive;-;-;Neutral
"writing this review after a year and a half of really rough usage.i have been taking this headphone where ever i go it survived falling down on roads and in the rain ,i have to tell i am really impressed with the build quality and the price was really reasonable.after one year of thrashing and rough usage it finally gave in this week even the charge lasted much longer than usual and charging time was also really less.i would recommend this to anyone due to its superb build quality and long lasting battery.coming to the sound quality i would give it 5 stars as being a frequent traveler i have no issues and the bluetooth connectivity is also fast.i wear this earphones inside my helmet and am still able to hear anything without any problem around traffic.
";Neutral;Neutral;-;-
"bought the product despite some reviews i saw on amazon that the headphones doesn't produce bass.for me, the product is a good one. have true pure bass, but only when it is inserted deeply into the ear channel. when the ear plugs are simply kept into the ears, you could hear only treble and no bass.overall a good product.
";Positive;-;-;-
"sound quality is just awesome. i bought it as gift for a teenager and he loved it. also price is good for great product company of jbl.a shorter wire length would have been ideal
";Positive;Positive;-;-
"thanks to amazon.good sound quality.bass and treble are well balanced. perfect sound quality. best ever i have heard till now. even better than sony, which lacks in crystal sound due to overpowered bass.battery would have been better. but, the battery does not often charge due to some loose connection in the charging unit. i have to drop the full set on the floor thrice, so that the battery regains its charging capacity again.
";Negative;-;-;-
"as usual, there are some connectivity issues. the volume controller's placement is really bad. but it delivers a very good experience. bass and treble are perfectly balanced. midtones and vocals are clear. most importantly i can use this earphone while riding a 2 wheeler with my helmet on. araaam see...
";-;-;-;-
